video_link,spot_products,brand_name,spot_language,brand_parent_name,spot_description
https://d3npuic909260z.cloudfront.net/003/477/574/O0nz.mp4,Tecate Alta,Tecate,es,Heineken International,"Se presenta Tecate Alta que es nacida sin fronteras. La cerveza es baja en calorías, carbohidratos y según la marca, es una cerveza suprema."
https://d3npuic909260z.cloudfront.net/003/478/923/O0rV.mp4,Heineken 0.0 Heineken 0.0,Heineken,es,Heineken International,"Mientras que todos celebran un gol, Heineken declara que es el patrocinador oficial de la UEFA Super Cup."
https://d3npuic909260z.cloudfront.net/002/476/886/o0YW.mp4,Coors Banquet Coors Banquet,Coors Banquet,en,Molson Coors Brewing Company,Coors says that water from the Rocky Mountains can be found in the Rockys and in every bottle of its Banquet beer.
https://d3npuic909260z.cloudfront.net/003/321/571/O13B.mp4,Coors Pure Coors Pure,Coors Pure,en,Molson Coors Brewing Company,"Jessica cracks open a Coors Pure after a long day and the beverage comes to life, congratulating her on what she accomplished. She went on a run (even if it was mostly to get a break from her kids), AND she chose an organic beer! The brew continues to give her praise, and the conversation concludes as her husband assumes shes having a chat with their fridge. Containing three simple ingredients, Coors Pure says, Its organic, but chill about it."
https://d3npuic909260z.cloudfront.net/003/321/398/O18u.mp4,Blue Moon Belgian White,Blue Moon,es,Molson Coors Brewing Company,"Elaborada con cascara de naranja valencia, Blue Moon dice que está hecha para que tus días brillan más."
https://d3npuic909260z.cloudfront.net/003/321/149/O1aW.mp4,Kona Brewing Company Big Wave Golden Ale,Kona Brewing Company,en,NULL,"In honor of baseball season, these two brothers installed their own bullpen phone so when the time is right, they can bring in the Big Wave relief pitcher."
https://d3npuic909260z.cloudfront.net/003/319/908/O1D4.mp4,Blue Moon Belgian White,Blue Moon,en,Molson Coors Brewing Company,Blue Moons Belgian White is brewed with Valencia orange peels and crafted for brighter days ahead of us.
https://d3npuic909260z.cloudfront.net/002/321/007/o1eS.mp4,BON & VIV Spiked Seltzer Black Cherry Rosemary | BON & VIV Spiked Seltzer Clementine Hibiscus | BON & VIV Spiked Seltzer Cranberry | BON & VIV Spiked Seltzer Grapefruit | BON & VIV Spiked Seltzer Lemon Lime | BON & VIV Spiked Seltzer Pear Elderflower,BON & VIV Spiked Seltzer,en,Anheuser-Busch,BON & VIV says its lowering prices on its Spiked Seltzer beverages for the hottest part of the summer so that people can stay refreshed all summer long.
https://d3npuic909260z.cloudfront.net/003/321/052/O1Jd.mp4,Blue Moon Belgian White,Blue Moon,en,Molson Coors Brewing Company,"As a beer tap is opened, Blue Moon Belgian White beer begins to cascade into a fresh glass. With each beer brewed with a valencia orange peel, Blue Moon says its ale is crafted for the enjoyment of brighter days ahead."
https://d3npuic909260z.cloudfront.net/002/318/024/o1LL.mp4,Bud Light Lemon Tea | Bud Light Lime | Bud Light Orange,Bud Light,en,Anheuser-Busch,"If your nose works properly, youll be able to tell that Bud Light brews its citrus beverages with real fruit peels. If you cant detect the hints of citrus in the air, theres plenty of orange, lime and lemon peels floating around to give you some context on what flavors these Bud Light beverages are made with."
https://d3npuic909260z.cloudfront.net/003/318/220/O1LZ.mp4,Budweiser Budweiser,Budweiser,en,Anheuser-Busch,"Employees prepare a bar to open for the evening, the beginning of Queens Dont Stop Me Now playing as they raise the blinds and attach handles to the taps. The moment the neon Budweiser sign buzzes to life, one of the brands iconic Clydesdale horses out in a country stable perks up its ears like it received the signal loud and clear. The steed dashes into town just as welcome words appears in the bar window: Come in, were open. To celebrate the imminent return to bars and social gatherings, the beer company invites you to join its Reunite With Buds Giveaway and says your first rounds on them if youve been vaccinated."
https://d3npuic909260z.cloudfront.net/002/318/110/o1YG.mp4,Miller Lite Miller Lite,Miller Lite,en,Molson Coors Brewing Company,"Greta Titelman and Dewayne Perkins are at the Miller Lite bar during Clusterfest and are having trouble deciding what game to play next. Greta suggests Spin the Bottle, but Dewaynes bottle doesnt turn her way until she makes it clear that its just to decide who gets to pick the next game. He stays on his guard the next few rounds though, just to be sure. Miller Lite has games (other than Spin the Bottle) at Bar 75 during Clusterfest."
https://d3npuic909260z.cloudfront.net/003/317/398/O28d.mp4,Dos Equis Lager Especial,Dos Equis,es,Heineken International,"Después de un año de aislamiento, prepararse ya es diferente. Ya sea que esté tratando de abrocharse los jeans, maquillarse, asegurarse de que su ropa huela aceptable o peinarse, lo más probable es que haya tenido que hacer algunos cambios. Cuando finalmente regrese a una función social, Dos Equis confía en que lo dominará."
https://d3npuic909260z.cloudfront.net/002/314/656/o2nN.mp4,Samuel Adams Sam 76,Samuel Adams,en,Boston Beer Company,"People have and express the same revelation that they can taste their beer as they sip a Samuel Adams Sam 76 at the ballgame, while watching the game on TV, at the sports bar or even as ones wife is trying to sleep at home."
https://d3npuic909260z.cloudfront.net/003/314/718/O2oN.mp4,Michelob ULTRA Organic Seltzer Cucumber Lime | Michelob ULTRA Organic Seltzer Peach Pear | Michelob ULTRA Organic Seltzer Spicy Pineapple,Michelob ULTRA Organic Seltzer,es,Anheuser-Busch,Michelob ULTRA presenta el Organic Spicy Pineapple Seltzer con contiene un golpe picante de piña.
https://d3npuic909260z.cloudfront.net/002/470/331/o3Gu.mp4,Modelo Especial,Modelo,en,Constellation Brands,"20 years ago Christopher Mullins grandparents immigrated to the U.S. from Ireland in the hopes of building a better life, all they were in need of was a fighting chance. Modelo believes that everyone has an immigrant story, which is why the company is partnering with the International Rescue Committee to help give that fighting chance to refugees, immigrants and Americans in need."
https://d3npuic909260z.cloudfront.net/003/470/642/O3pC.mp4,Dos Equis Lager Especial,Dos Equis,es,Heineken International,"En una cena acompañados de sus cervezas Dos Equis, dos parejas en un restaurante terminan su relación al mismo tiempo. Cuando las dos parejas rechazadas se quedan en sus mesas, ellos se miran el uno al otro y se saludan con una sonrisa."
https://d3npuic909260z.cloudfront.net/003/469/819/O3qR.mp4,Michelob ULTRA,Michelob,en,Anheuser-Busch,"Michelob ULTRA thinks its a shame that the busts in the Pro Football Hall of Fame in Canton, Ohio, are never smiling. Especially when the inductee is a person like Peyton Manning, who is always smiling. So, to correct this oversight by Canton, the brewer decided to make a second bust featuring Peytons smiling mug -- and its a bust thatll help you fill your own mug with Michelob ULTRA from the tap."
https://d3npuic909260z.cloudfront.net/002/472/613/o3U8.mp4,Bud Light Platinum,Bud Light,en,Anheuser-Busch,"Admiring himself in the mirror, the Bud Light king announces hes going out and immediately demands his necessities: a bottle of Bud Light Platinum ... and, of course, his night cape. A servant scrambles for both, handing over the beer and draping the article over the monarchs shoulders, who cant help but vocalize his approval of the final look."
https://d3npuic909260z.cloudfront.net/003/492/176/O4Qg.mp4,Bud Light Bud Light | Bud Light Seltzer Strawberry | Michelob ULTRA | Stella Artois Stella Artois,Anheuser-Busch,en,NULL,"After flashing through a series of empty homes, you may start to wonder where the residents have found themselves instead. Well theyre not home, because theyre grabbing a beer with their loved ones. At busy concerts, packed bars and bustling dance clubs, friends meet up to share a beer and some nice moments. Anheuser-Busch encourages America to grab a beer."
https://d3npuic909260z.cloudfront.net/003/322/534/O5dE.mp4,Kona Brewing Company Big Wave Golden Ale,Kona Brewing Company,en,NULL,These two men have noticed that mainlanders are way too concerned with how many bars they have while a tourist walks around aimlessly looking for better cell phone reception. Perhaps theyre searching for the wrong kind of bar and only need one that serves Kona Brewing Companys beer.
https://d3npuic909260z.cloudfront.net/003/325/196/O5ec.mp4,Michelob ULTRA Pure Gold,Michelob,en,Anheuser-Busch,"As Malumas song  Rumba plays in the background, the artist is shown enjoying the company of his many friends at a party by the pool. After grabbing a bottle of Michelob ULTRA Pure Gold, he retreats to a smaller group gathered in a circle on a hillside overlooking the lake. The group of friends toast to being able to spend summer together again."
https://d3npuic909260z.cloudfront.net/003/325/264/O5iU.mp4,Bud Light Bud Light | Bud Light Seltzer Black Cherry | Bud Light Seltzer Mango,Bud Light,en,Anheuser-Busch,"Bud Light announces a stimulus package, also known as the Summer Stimmy, in an effort to get sports fans back into stadiums. The brand recruited Sam Richardson to break the big news in a bar, to which none of the patrons really cared. Despite the lackluster unveiling, Bud Light is still giving away free beer and tickets to sports and concerts across the nation. You can go online to endorse the proposal."
https://d3npuic909260z.cloudfront.net/003/328/669/O6_k.mp4,Bud Light Bud Light,Bud Light,en,Anheuser-Busch,"In true Bud Light Legend fashion, a determined beach-goer makes his way across the sand with a cooler full of Bud Light on his shoulders along with a plastic dolphin, skimboard and other various beach necessities in tow. When he finds the perfect spot to set up camp, the one-flip-flop wonder sets down his numerous belongings followed by a loud moan of relief. He victoriously opens the cooler as his friends speed toward him in celebration. Bud Light welcomes back its summer legends, encouraging them to take summer by the coolers."
https://d3npuic909260z.cloudfront.net/003/326/299/O67G.mp4,Corona Extra Corona Extra,Corona Extra,en,Constellation Brands,"Legendary rapper Snoop Dogg is taking a stroll on the beach with a bucket of ice-cold Corona Extra beers in hand. With Whodinis Friends playing as he passes out beers to others including reggaeton artist Bad Bunny, the Long Beach native claims theres nothing better than sharing a beer with your friends."
https://d3npuic909260z.cloudfront.net/003/329/306/O68I.mp4,Cerveza Victoria Victoria Media | Cerveza Victoria Victoria Vicky,Cerveza Victoria,es,Constellation Brands,"Mientras que este hombre se da cuenta de que ya no tiene más Cervezas Victoria, un mariachi canta sobre su desgracia y compara su situación como la de un luchador que no tiene su llave durante un pelea. Por suerte, su amigo llega con más Cervezas Victoria."
https://d3npuic909260z.cloudfront.net/003/329/309/O68n.mp4,Cerveza Victoria Victoria Media | Cerveza Victoria Victoria Vicky,Cerveza Victoria,es,Constellation Brands,"Un hombre se da cuenta de que ya no tiene más Cervezas Victoria y un mariachi canta sobre su desgracia. Dicen que es como tener una música de banda sin tener la banda. Sin embargo, su amigo viene al rescate y le trae más cervezas."
https://d3npuic909260z.cloudfront.net/003/329/051/O6aA.mp4,Miller High Life Miller High Life,Miller High Life,en,Molson Coors Brewing Company,"This man doesnt need a fancy laser tool and uses his well-tuned-spirit level when trying to hang a portrait of his dog on the wall. Miller High Life says it calls for one of its champagne of beers, after he goes with his gut feeling, eyeballing the alignment of the framed image."
https://d3npuic909260z.cloudfront.net/003/329/568/O6c5.mp4,"Smirnoff (Beer) Red, White & Berry Seltzer",Smirnoff (Beer),en,Diageo,"Actor Anthony Anderson believes America has consistently been the place where everyone wants a job they can rock a nice suit at -- a red, white and blue tracksuit that is. Anderson equates tracksuits with flavor, in addition to Smirnoffs Red, White & Berry Seltzer, which, according to him, has 100% flavor with zero grams of sugar."
https://d3npuic909260z.cloudfront.net/002/328/045/o6Cw.mp4,Michelob ULTRA | Miller Lite Miller Lite,Miller Lite,en,Molson Coors Brewing Company,"Even though other beers like Michelob ULTRA tote having fewer calories than the competition, Miller Lite says all it takes to burn the extra calorie is to walk from your seat to the bar. The beermaker says that more taste is worth having one more calorie."
https://d3npuic909260z.cloudfront.net/003/329/142/O6er.mp4,Corona Premier Corona Premier,Corona Premier,en,Constellation Brands,"Zoe Saldana notes that life is all about achieving small goals as she struggles to reach for a Corona Premier while relaxing on a beach. Luckily, Zoe is able to reach her goal by popping the cap off the bottle and living the fine life."
https://d3npuic909260z.cloudfront.net/003/327/324/O6f_.mp4,Michelob ULTRA Organic Seltzer Citrus | Michelob ULTRA Organic Seltzer Mango Apricot | Michelob ULTRA Organic Seltzer Mixed Berry,Michelob ULTRA Organic Seltzer,es,Anheuser-Busch,"Michelob ULTRA presenta su Organic Seltzer Citrus que está elaborado con jugo de fruta, sin azúcar y que es certificada orgánica por el USDA."
https://d3npuic909260z.cloudfront.net/002/327/524/o6K8.mp4,Michelob ULTRA Infusions,Michelob,en,Anheuser-Busch,"During a sunny day at the beach, Michelob introduces its ULTRA Infusions beer while beach-goers, including beach volleyball gold medalist, Kerri Walsh Jennings enjoy themselves by playing volleyball, reading and relaxing."
https://d3npuic909260z.cloudfront.net/002/326/580/o6nh.mp4,Miller High Life Miller High Life,Miller High Life,en,Molson Coors Brewing Company,"Miller High Life says you can always count on its beverage, dubbed the champagne of beers, to be the perfect balance of flavor and refreshment."
https://d3npuic909260z.cloudfront.net/003/268/528/O7jG.mp4,Michelob ULTRA Organic Seltzer Citrus | Michelob ULTRA Organic Seltzer Mango Apricot | Michelob ULTRA Organic Seltzer Mixed Berry,Michelob ULTRA Organic Seltzer,es,Anheuser-Busch,"Michelob ULTRA presenta el Mango Apricot Organic Seltzer que es certificada orgánica por la USDA. Mientras que se corta un mango a la mitad que está relleno de un pastel, la compañía declara que su bebida es un corte superior."
https://d3npuic909260z.cloudfront.net/003/270/198/O7P0.mp4,Michelob ULTRA,Michelob,en,Anheuser-Busch,"Beyond fame and fortune, surfing legend Kelly Slater says that his sport has given him friendships around the world, and the ability to connect people with other surfers no matter the location. As he clearly enjoys many aspects of surfing, Michelob adds that its only worth it if you enjoy it."
https://d3npuic909260z.cloudfront.net/003/270/176/O7PC.mp4,Michelob ULTRA,Michelob,en,Anheuser-Busch,Surfing legend Kelly Slater explains that hes been able to succeed on the world stage as long as he has because he was able to channel heartbreak into an energy for his sport that created happiness and enjoyment. Michelob understands the power of this enjoyment as it believes that its only worth it if you enjoy it.
https://d3npuic909260z.cloudfront.net/003/266/722/O7Yx.mp4,Corona Premier Corona Premier,Corona Premier,en,Constellation Brands,"Zoe Saldana has a change of heart after pushing herself to do more through activities like her workout. From giving her do more goal serious thought and consideration to a reflection of Snoop Dogg appearing during her meditation, Zoe realizes that maybe she doesnt need to keep up with this lifestyle. Balancing her way on a tree branch holding a Corona Premier, she decides shell take more of a relaxing route, getting more out of doing less."
https://d3npuic909260z.cloudfront.net/003/460/487/O83g.mp4,Pabst Blue Ribbon Hard Coffee,Pabst Blue Ribbon,en,NULL,An order of a Pabst Blue Ribbon Hard Coffee causes this coffee shop to implode showing just how hard coffee can go.
https://d3npuic909260z.cloudfront.net/003/457/535/O8Ij.mp4,Coors Light Coors Light,Coors Light,en,Molson Coors Brewing Company,"A man struggles to deal with the heat at the beach, making his mouth dry, skin cry and the sand burn. Cracking open his cooler, he realizes he has Coors Light as finally, his mouth desert meets ice cold beer."
https://d3npuic909260z.cloudfront.net/002/499/793/o982.mp4,Heineken Heineken,Heineken,en,Heineken International,"After her husband burns the holiday dinner, this woman improvises by ordering burgers and fries for everyone. Heineken understands that holiday troubles are part of the tradition and encourages us to enjoy them. As the song Accidents Will Happen by Patsy Ann Noble plays, one of the guests holds up a burger and clinks his beer bottle against the husbands in a cheers of approval."
https://d3npuic909260z.cloudfront.net/003/273/142/OA_E.mp4,Corona Extra Corona Extra | Corona Premier Corona Premier,Corona Extra,en,Constellation Brands,"While reclining on a picturesque beach with a fresh-from-the-cooler Corona Extra in hand, Snoop Dogg receives a call from his phone which looks an awful lot like a conch shell. After picking up and finding out its none other than actress Zoe Saldana, he puts her on speaker phone so that pop star Bad Bunny can hear from the water. The trio end up descending into a chorus of rather excited greetings, before finally catching up on how theyre simply chilling."
https://d3npuic909260z.cloudfront.net/002/273/504/oAmg.mp4,Twisted Tea Original Hard Iced Tea,Twisted Tea,en,Boston Beer Company,"Twisted Tea and CMT say summertime in Nashville is an experience all of its own. The days are spent outside with friends, playing games and sharing good meals. You are invited to kick off this summer with the 2019 CMT Music Awards."
https://d3npuic909260z.cloudfront.net/003/445/007/OaUW.mp4,Modelo Especial | Modelo Negra,Modelo,en,Constellation Brands,"If Mark Mister Cartoon Machado didnt have the spirit to draw out his passion, Modelo believes he never would have perfected the look that made him a street legend."
https://d3npuic909260z.cloudfront.net/003/443/766/OaW4.mp4,Heineken Heineken,Heineken,en,Heineken International,"People at parties are learning a new problem now that the world is opening back up again -- how do you keep track of your Heineken now that youre around other people again? Heineken encourages you to keep your friends close, and your drinks closer."
https://d3npuic909260z.cloudfront.net/003/313/679/ObcA.mp4,Dos Equis Lager Especial,Dos Equis,en,Heineken International,"After a year of isolation, getting ready hits differently. Whether you are trying to button your jeans, put on makeup, make sure your clothes smell acceptable or doing your hair, chances are, you have some rust to shake off. When you finally do make it back to a social function, Dos Equis is confident youll get the hang of it -- a Dos of comeback, if you will."
https://d3npuic909260z.cloudfront.net/002/339/383/oBK7.mp4,Presidente Presidente,Presidente,en,NULL,"As highlights of knockouts, kicks and pucnhes from the Professional Fighters League are shown, Presidente announces that it is the official beer of the fighting league."
https://d3npuic909260z.cloudfront.net/002/339/387/oBKI.mp4,Shiner Beer Shiner Bock,Shiner Beer,en,NULL,"Although you may be in a cabin by the lake thats drafty, have a leaking roof, mismatched chairs and playing a game using house rules but with brats and Shiners beer it could be the perfect night."
https://d3npuic909260z.cloudfront.net/003/338/648/OBnK.mp4,Heineken Heineken,Heineken,es,Heineken International,"Mientras que estas personas salen a un bar con sus cubre bocas puestos, Heineken declara que hay una cosa mejor que salir una noche y es salir dos noches."
https://d3npuic909260z.cloudfront.net/003/310/714/Obok.mp4,Michelob ULTRA,Michelob,en,Anheuser-Busch,"Michelob showcases NBA players and their distinctive looks, claiming that joy looks good on you, and its only worth it if you enjoy it."
https://d3npuic909260z.cloudfront.net/002/338/311/oBoY.mp4,Blue Moon Belgian White,Blue Moon,en,Molson Coors Brewing Company,The moon has been the subject of hundreds of songs while thousands of nights have been spent under it. Only a dozen people have walked on its surface and only one beer has been named after it. Blue Moon is celebrating those who took us the moon over 50 years ago.
https://d3npuic909260z.cloudfront.net/002/392/853/oC3i.mp4,Heineken 0.0 Heineken 0.0,Heineken 0.0,en,Heineken International,"TV personality Adam Gertler sits on his couch and cracks open a Heineken 0.0. While he says theres nothing better than an ice cold beer, its not appropriate for every situation. However, Heineken 0.0 contains no alcohol, so you can enjoy it in the office, the gym and even on TV."
https://d3npuic909260z.cloudfront.net/002/476/467/oc4V.mp4,NULL,Dos Equis,en,Heineken International,"ESPN analyst Todd McShay has just discovered that his co-anchor Katie Nolan is teaching at the Dos Equis College Football Football College. He wont say aloud that hes interested in a teaching position, but he does let Katie know that at least someone is interested, even if something is in his throat preventing him from saying a name."
https://d3npuic909260z.cloudfront.net/003/389/854/OCAO.mp4,Vizzy Hard Seltzer Pride Pack,Vizzy Hard Seltzer,en,Molson Coors Brewing Company,Vizzy Hard Seltzer announces its partnership with the Human Rights Campaign and donation of $1 million in celebration and support of Pride Month. Customers are encouraged to show their support by purchasing a Vizzy Hard Seltzer Pride Pack.
https://d3npuic909260z.cloudfront.net/002/392/609/oCmP.mp4,Michelob ULTRA,Michelob,en,Anheuser-Busch,"A man and his golf buddies play their way across a city, making putts into drains and banking shots off of building walls. Michelob ULTRA says that sometimes the only thing better than the perfect shot is knowing that no ones keeping score."
https://d3npuic909260z.cloudfront.net/002/391/638/oCNj.mp4,Cerveza Pacifico Clara,Cerveza Pacifico,en,Constellation Brands,"If youve ever wondered why someone would leave the roads they know for places undiscovered, you might be better off asking yourself why you havent done the same. Pacifico says its beer is brewed for those individuals who follow their own path."
https://d3npuic909260z.cloudfront.net/002/391/804/oCso.mp4,Corona Extra Corona Extra,Corona Extra,en,Constellation Brands,"Tony Romo, who is manning the Corona hotline, takes a call from a superstitious caller. The caller claims that every time he leaves the room, his team starts to play better and vows to enter the room. Tony encourages the caller to break his superstitious habits, which include wearing the same socks, and switch to Corona and limes."
https://d3npuic909260z.cloudfront.net/002/390/156/oCt9.mp4,Michelob ULTRA,Michelob,en,Anheuser-Busch,"A woman writes her direction in chalk on the sidewalk and begins a chase with her running club. She leads them on a merry run through a city, across a bridge and finally to a rooftop bar where they enjoy Michelob Ultra light beer."
https://d3npuic909260z.cloudfront.net/002/476/532/ocUL.mp4,Tecate Light,Tecate,es,Heineken International,"Todos se están acalorados en esta barbacoa, menos un hombre que está titiritando de frío. Al ver a sus amigos confundidos, el hombre revela que su abrigo contiene varias latas frías de Tecate."
https://d3npuic909260z.cloudfront.net/002/391/746/oCuq.mp4,Dos Equis Lager Especial,Dos Equis,en,Heineken International,"While out fishing a father and son bond over some Dos Equis. During the heart-to-heart, the father tells his son that if he ever has any questions to call the number on the bottle. The son appreciates his dads gesture and is obviously emotional over the heartfelt exchange."
https://d3npuic909260z.cloudfront.net/003/389/552/OCVK.mp4,Michelob ULTRA | Michelob ULTRA Amber Max,Michelob,en,Anheuser-Busch,"Weve all been patiently waiting for the great unpause so we can get back to our lives. However, Michelob wants people to take a moment to view our old lives as something new. Forget the return to normal and strive for something bigger and better than routine. As we move forward into a reopened world, well all celebrate what we used to call everyday life every day and Michelob thinks itll be the greatest comeback ever. The domestic beer company invites adults to collect all six limited-edition signature Michelob ULTRA bottles for a chance to win prizes during the Team Ultra Summer Sweepstakes."
https://d3npuic909260z.cloudfront.net/003/473/304/Ocwm.mp4,Twisted Tea Hard Iced Tea Party Pack | Twisted Tea Original Hard Iced Tea,Twisted Tea,en,Boston Beer Company,The Twisted Tea truck makes an extravagant stop in Carolina Beach to drop off its adult beverages to a crowd of excited beach volleyball players. The alcoholic iced tea company informs viewers that it is surprising its fans from all over with ice-cold beverages to add some spark to their summer activities. Viewers can experience their own Twisted Tea drop by visiting its website.
https://d3npuic909260z.cloudfront.net/002/392/249/oCxO.mp4,Dos Equis Lager Especial,Dos Equis,en,Heineken International,"While out fishing, a father and son share a special bonding moment. As the father pulls a bottle of Dos Equis out of their cooler, he explains to his son that the bottle is eligible for a five-cent refund in Iowa and Maine. This information means a lot to the son and leaves him visibly emotional."
https://d3npuic909260z.cloudfront.net/002/278/518/od74.mp4,BON & VIV Spiked Seltzer Black Cherry Rosemary | BON & VIV Spiked Seltzer Grapefruit | BON & VIV Spiked Seltzer Pear Elderflower,BON & VIV Spiked Seltzer,en,Anheuser-Busch,The BON & VIV mermaids say the spiked seltzer has zero grams of sugar and that it is light and refreshing enough to enjoy by any ocean. It will make your day by the beach more enjoyable and maybe help you take care of that pesky guy. You know the one. The one who always brings his guitar. BON & VIV knows just what to do with that guy.
https://d3npuic909260z.cloudfront.net/003/364/842/ODet.mp4,Pelican Brewing Company Sea N Red Irish-Style Red Ale,Pelican Brewing Company,en,NULL,"Pelican Brewing Company loves beer and the Oregon coast, so it has committed to making beer near this beloved location. The brewery believes money is no object when it comes to ingredients and its brewers are said to be encouraged to think creatively. The result is good fortune poured into every beer made."
https://d3npuic909260z.cloudfront.net/003/364/754/ODJi.mp4,Fruit Smash Hard Seltzer Pink Lemonade | Fruit Smash Hard Seltzer Tropical Punch,Fruit Smash Hard Seltzer,en,New Belgium Brewing Company,"Chief Seltzer Officers Chad and JT take to the streets of Climax, GA, to find people looking to smash... Fruit Smash, that is. When they approach an unsuspecting man on the sidewalk and ask if he would like to join in on their festivities, he politely yet awkwardly declines. Chad and JT determine that the people in this town just arent ready for Fruit Smash Hard Seltzer."
https://d3npuic909260z.cloudfront.net/002/364/016/oDs7.mp4,Michelob ULTRA Pure Gold,Michelob,en,Anheuser-Busch,Michelob Ultra encourages you to commune closer with nature through deep breathing and camping trips with your friends and Michelob Ultra Pure Gold.
https://d3npuic909260z.cloudfront.net/003/363/268/ODSO.mp4,Samuel Adams Summer Ale,Samuel Adams,en,Boston Beer Company,"During a sunny day of golf, chaos ensues as soon as your cousin from Boston shows up. He joins mid-round, but not before abandoning his golf cart to roll down a hill nearby. Maybe hes one of the worst golfers of all time, but at least he brought Samuel Adams Summer Ale. After many failed practice swings, an encounter with a furious goose and wading in the courses pond, the group finally reaches the long-anticipated 19th hole. At last your cousin and his friends can finally enjoy a cold beer together, and he is stoked that he skipped jury duty for such a nice day with his pals."
https://d3npuic909260z.cloudfront.net/003/364/079/ODzA.mp4,Twisted Tea Original Hard Iced Tea,Twisted Tea,en,Boston Beer Company,"Because Twisted Tea is brewed with real iced tea, the brand is keeping it real and showing off its beverage with the help of ordinary people instead of hand models. People were recruited from all over the nation and given a crash course in food photography to get the perfect shot of the alcoholic drink."
https://d3npuic909260z.cloudfront.net/003/447/799/Oe_U.mp4,Modelo Especial | Modelo Negra,Modelo,es,Constellation Brands,El atleta Nathan Adrian venció el cáncer y luego regresó al escenario mundial de la natación dónde luchó para competir y ganar. Modelo celebra este espíritu luchador y dice que su cervezas es elaborada para aquellos con ese mismo espíritu luchador.
https://d3npuic909260z.cloudfront.net/003/448/139/Oeag.mp4,Michelob ULTRA Pure Gold,Michelob ULTRA Organic Seltzer,es,Anheuser-Busch,Maluma y sus amigos celebran un verano juntos otra vez con unas cervezas Michelob ULTRA Organic Seltzer.
https://d3npuic909260z.cloudfront.net/003/446/408/Oefc.mp4,Pabst Blue Ribbon Hard Coffee,Pabst Blue Ribbon,en,NULL,Pabst Blue Ribbon Hard Coffee sends two individuals into a frenzy with their tongues as the drink explodes upward.
https://d3npuic909260z.cloudfront.net/002/410/688/oEgc.mp4,Corona Premier Corona Premier,Corona Premier,en,Constellation Brands,Corona states that the light beer everyone has been waiting on has arrived as it announces its Premier beverage. The low-carb and low-calorie beer is said to come with higher expectations.
https://d3npuic909260z.cloudfront.net/003/446/784/OeKQ.mp4,Bud Light Seltzer Apple Iced Tea | Bud Light Seltzer Peach Iced Tea | Bud Light Seltzer Raspberry Iced Tea | Bud Light Seltzer Tangerine Iced Tea,Bud Light Seltzer,es,Anheuser-Busch,"Se presenta el Bud Light Seltzer Iced Tea que es delicioso, refrescante y perfecta para el verano."
https://d3npuic909260z.cloudfront.net/003/447/012/Oell.mp4,NULL,Michelob,en,Anheuser-Busch,Michelob Ultra invites fans to take their shot to win the 2021 Champions bottle designed by Tinker Hatfield.
https://d3npuic909260z.cloudfront.net/002/412/425/oEmy.mp4,Bud Light Chelada Extra Lime | Bud Light Chelada Mango | Bud Light Chelada Original,Bud Light,es,Anheuser-Busch,"Mientras que todos se juntan alrededor de la vidente, ellos ven una michelada con mango. Un hombre declara que es la cosa más refrescante que ha visto. Según la vidente, es la Bud Light Chelada Mango. Un caballero con armadura no sabe que es un mango y uno de los hombres le dice que es un pájaro exótico."
https://d3npuic909260z.cloudfront.net/003/411/775/OEuZ.mp4,White Claw Hard Seltzer Black Cherry | White Claw Hard Seltzer Mango | White Claw Hard Seltzer Watermelon,White Claw Hard Seltzer,en,Mark Anthony Wine & Spirits,"For a backyard party with friends, a guest brings a case of White Claw Hard Seltzer as the beverage for the evening. With good music playing and burgers grilling, the group can relax and enjoy each others company. Eventually the night concludes with a rousing game of ping pong and a spectacular beach view of some nearby fireworks."
https://d3npuic909260z.cloudfront.net/003/421/619/OFAK.mp4,Michelob ULTRA Organic Seltzer Cucumber Lime | Michelob ULTRA Organic Seltzer Peach Pear | Michelob ULTRA Organic Seltzer Spicy Pineapple,Michelob ULTRA Organic Seltzer,en,Anheuser-Busch,"Over mouth-watering clips of a fresh-from-the-cooler Michelob ULTRA Organic Seltzer being poured into a glass, the brewing company introduces what it claims is the only USDA-certified organic hard seltzer. Sprinkling spices onto a fresh pineapple slice to demonstrate its flavor, the company warns viewers not to fall for anything else... just as its competitors pineapple slice topples over and reveals itself to be nothing but a cardboard cutout."
https://d3npuic909260z.cloudfront.net/002/331/606/ofDs.mp4,Bud Light Chelada Extra Lime | Bud Light Chelada Mango | Bud Light Chelada Original,Bud Light,es,Anheuser-Busch,"Un hombre visita a la vidente Susana para ver si su fiesta saldrá bien. En su bola de cristal, Susana ve un Bud Light Chelada que incluye la cantidad exacta de tajín que está perfectamente equilibrada en la bebida. Hasta ve unos camarones en su futuro, pero cuando se acerca a la bola de cristal, el hombre se da cuenta de que esa no es su casa donde estará la fiesta."
https://d3npuic909260z.cloudfront.net/003/333/366/OfhN.mp4,Truly Hard Seltzer Berry Punch | Truly Hard Seltzer Citrus Punch | Truly Hard Seltzer Fruit Punch | Truly Hard Seltzer Tropical Punch,Truly Hard Seltzer,en,Boston Beer Company,"As pieces of neon-colored fruit dance around one another to the tune of Dua Lipas Physical, Truly Hard Seltzer introduces its punch-flavored line of beverages."
